2024-05-19 17:17:15,mp,se,1,3,3,mp me se 
2024-05-19 17:24:56,gibe,hate,1,4,4,gibe gite gate hate 
2024-05-20 13:47:02,copy,trop,4,6,6,copy copt coot toot trot trop 
